"","API_Number","Document.Number","Receive.Date","Operator.Number","Operator","Address","City","State","Zip.Code","API.State.Code","API.County.Code","API.Sequence.Number","Well.Name","Well.Number","Qtr.Qtr","Section","Township","Range","Shut.In.Injection.well","Last.approved.MIT","Test.Type","Describe.Repairs.or.Other.Activities.","Injection.Producing.Zones","Perforation.Interval","Open.Hole.Interval","Bridge.Cement.Plug.Depth","Test.Date","Well.Status.during.test","Casing.Before","Initial.Tubing","Final.Tubing","Start.Casing","X5.Min.Casing","X10.Min.Casing","Final.Casing","Loss.or.Gain","Witness","Date.Submitted","Form.Status","Status.Date","Latitude","Longitude","Utm_X","Utm_Y"
"47","05-001-06549",1237187,"10/4/2004 0:00:00",74165,"RENEGADE OIL & GAS COMPANY LLC                    ","P O BOX 460413                                    ","AURORA                        ","CO","80046-0413","05","001","06549","UPRR 10 PAN AM A                   ","2              ","SESE  ",29,"3S    ","61W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","JSND  ","6901-6913                     ","NA                       ","","9/30/2004 0:00:00","SI",0,120,120,390,389,388,387,-3,"Y","9/30/2004 0:00:00","APPROVED  ","10/4/2004 0:00:00",39.75531,-104.23216,565776,4400881
"48","05-001-06549",200347188,"4/19/2012 0:00:00",74165,"RENEGADE OIL & GAS COMPANY LLC                    ","P O BOX 460413                                    ","AURORA                        ","CO","80046-0413","05","001","06549","UPRR 10 PAN AM A                   ","2              ","SESE  ",29,"3S    ","61W    ","SHUT-IN             ","9/30/2004 0:00:00","SI/TA MAINTENANCE STATUS","-","JSND  ","","","","4/12/2012 0:00:00","TA",0,0,0,520,518,518,518,-2,"Y","4/12/2012 0:00:00","APPROVED  ","4/19/2012 0:00:00",39.75531,-104.23216,565776,4400881
"49","05-001-06566",200403659,"5/5/2014 0:00:00",74165,"RENEGADE OIL & GAS COMPANY LLC                    ","6155 S MAIN STREET #210                           ","AURORA                        ","CO","80016     ","05","001","06566","UPRR-MARRS                         ","1-3            ","NWNW  ",3,"3S    ","62W    ","SHUT-IN             ","4/24/2014 0:00:00","VERIFICATION OF REPAIRS","CASING LEAK-","DSND  ","","","","4/14/2014 0:00:00","TA",NA,NA,NA,400,400,400,400,0,"Y","4/24/2014 0:00:00","APPROVED  ","5/5/2014 0:00:00",39.8237,-104.31802,558363,4408412
"50","05-001-06566",200402935,"4/24/2014 0:00:00",74165,"RENEGADE OIL & GAS COMPANY LLC                    ","6155 S MAIN STREET #210                           ","AURORA                        ","CO","80016     ","05","001","06566","UPRR-MARRS                         ","1-3            ","NWNW  ",3,"3S    ","62W    ","SHUT-IN             ","","VERIFICATION OF REPAIRS","CASING LEAK-squeeze job","DSND  ","7127'-7210'                   ","","7078' ","4/24/2014 0:00:00","PR",NA,NA,NA,400,400,400,400,0,"Y","","APPROVED  ","4/24/2014 0:00:00",39.8237,-104.31802,558363,4408412
"51","05-001-06628",401745644,"8/27/2018 15:47:06",10459,"EXTRACTION OIL & GAS INC                          ","370 17TH STREET SUITE 5300                        ","DENVER                        ","CO","80202     ","05","001","06628","AYLOR, MABEL                       ","1              ","SESE  ",20,"1S    ","67W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","SUSX  ","5131-5205                     ","                         ","3800  ","7/20/2018 0:00:00","SI",0,0,0,500,0,0,0,-500,"N","8/27/2018 15:47:06","FAILED    ","8/27/2018 15:47:06",39.945028,-104.905379,508083,4421660
"52","05-001-06675",402202779,"12/4/2019 12:26:21",74165,"RENEGADE OIL & GAS COMPANY LLC                    ","6155 S MAIN STREET #210                           ","AURORA                        ","CO","80016     ","05","001","06675","HAERTHER                           ","2-28           ","NESE  ",28,"2S    ","62W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-No casing repairs. Rods and pump pulled. Tubing pulled. Retrievable BP ran and set at 7150'. Performed test. RBP pulled. Production equipment run back in well.","JSND  ","7174-7209                     ","                         ","7150  ","10/16/2019 0:00:00","SI",0,NA,NA,365,364,366,366,1,"N","12/4/2019 12:26:21","APPROVED  ","12/5/2019 9:05:25",39.84407,-104.32466,557778,4410669
"53","05-001-06677",200194798,"9/5/2008 0:00:00",94090,"WALSH PRODUCTION INC                              ","P O BOX 30                                        ","STERLING                      ","CO","80751     ","05","001","06677","DOWNING, RALPH                     ","24-1           ","NWSW  ",24,"3S    ","59W    ","INJECTION           ","8/27/2003 0:00:00","5-YEAR UIC TEST","-","JSND  ","6221-6227                     ","","","8/26/2008 0:00:00","IJ",0,23,0,368,356,345,333,-35,"Y","9/5/2008 0:00:00","APPROVED  ","9/5/2008 0:00:00",39.77477,-103.9422,590590,4403294
"54","05-001-06677",1192046,"8/28/2003 0:00:00",94090,"WALSH PRODUCTION INC                              ","20479 U S HIGHWAY 6 EAST                          ","STERLING                      ","CO","80751     ","05","001","06677","DOWNING, RALPH                     ","24-1           ","NWSW  ",24,"3S    ","59W    ","INJECTION           ","3/26/1998 0:00:00","5-YEAR UIC TEST","-","JSND  ","6221-6227                     ","NA                       ","","8/27/2003 0:00:00","SI",5,1,1,370,370,370,370,0,"Y","8/27/2003 0:00:00","APPROVED  ","8/28/2003 0:00:00",39.77477,-103.9422,590590,4403294
"55","05-001-06677",418488,"7/11/2003 0:00:00",94090,"WALSH PRODUCTION INC                              ","20479 U S HIGHWAY 6 EAST                          ","STERLING                      ","CO","80751     ","05","001","06677","DOWNING, RALPH                     ","24-1           ","NWSW  ",24,"3S    ","59W    ","INJECTION           ","6/3/1993 0:00:00","5-YEAR UIC TEST","-","JSND  ","6221-6227                     ","","","3/26/1998 0:00:00","IJ",0,12,12,380,380,380,380,0,"Y","3/26/1998 0:00:00","APPROVED  ","7/11/2003 0:00:00",39.77477,-103.9422,590590,4403294
"56","05-001-06677",200407444,"6/12/2014 0:00:00",95620,"WESTERN OPERATING COMPANY                         ","518 17TH ST  STE 200                              ","DENVER                        ","CO","80202     ","05","001","06677","DOWNING, RALPH                     ","24-1           ","NWSW  ",24,"3S    ","59W    ","INJECTION           ","8/26/2008 0:00:00","5-YEAR UIC TEST","-","JSND  ","","","","6/11/2014 0:00:00","IJ",NA,NA,NA,370,367,362,360,-10,"Y","","APPROVED  ","6/12/2014 0:00:00",39.77477,-103.9422,590590,4403294
"57","05-001-06718",402329776,"3/3/2020 9:50:19",10459,"EXTRACTION OIL & GAS INC                          ","370 17TH STREET SUITE 5300                        ","DENVER                        ","CO","80202     ","05","001","06718","BOX ELDER H                        ","2              ","NESW  ",31,"1S    ","65W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-Perform MIT on casing.","JSND  ","8246-8286                     ","                         ","8170  ","2/5/2020 0:00:00","SI",0,0,0,567,564,562,562,-5,"N","3/3/2020 9:50:19","APPROVED  ","3/13/2020 11:03:15",39.91861,-104.70979,524802,4418764
"58","05-001-06750",402329922,"3/3/2020 10:32:00",10459,"EXTRACTION OIL & GAS INC                          ","370 17TH STREET SUITE 5300                        ","DENVER                        ","CO","80202     ","05","001","06750","BOX ELDER FARMS 41-21              ","1              ","NENE  ",21,"2S    ","66W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-Perform MIT on casing.","JSND  ","8401-8412                     ","                         ","8330  ","2/12/2020 0:00:00","SI",0,0,0,505,503,502,502,-3,"N","3/3/2020 10:32:00","APPROVED  ","3/10/2020 14:34:11",39.869055,-104.774314,519301,4413248
"59","05-001-06752",402319751,"2/21/2020 11:36:37",10459,"EXTRACTION OIL & GAS INC                          ","370 17TH STREET SUITE 5300                        ","DENVER                        ","CO","80202     ","05","001","06752","KRAFT                              ","14-24          ","SWSW  ",24,"1S    ","65W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-Perform MIT on production casing.","DJSND ","7,846-7,'941                  ","                         ","7778  ","2/14/2020 0:00:00","SI",0,0,0,519,518,518,518,-1,"N","2/21/2020 11:36:37","APPROVED  ","2/24/2020 14:58:46",39.945468,-104.618288,532609,4421774
"60","05-001-06792",402329824,"3/3/2020 10:01:12",10459,"EXTRACTION OIL & GAS INC                          ","370 17TH STREET SUITE 5300                        ","DENVER                        ","CO","80202     ","05","001","06792","CARLSON                            ","1              ","NENE  ",2,"2S    ","66W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-Perform MIT on casing.","JSND  ","8261-8314                     ","                         ","8191  ","2/25/2020 0:00:00","SI",0,0,0,514,513,512,512,-2,"N","3/3/2020 10:01:12","APPROVED  ","3/10/2020 14:24:46",39.91258,-104.73591,522571,4418088
"61","05-001-06793",401088793,"8/4/2016 13:36:00",10110,"GREAT WESTERN OPERATING COMPANY LLC               ","1801 BROADWAY #500                                ","DENVER                        ","CO","80202     ","05","001","06793","UPRR-MEYER                         ","1              ","SWSE  ",9,"2S    ","63W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","JSND  ","7531-7543                     ","                         ","7454  ","7/22/2016 0:00:00","SI",0,0,0,355,355,355,357,2,"Y","8/4/2016 13:36:00","APPROVED  ","11/1/2016 14:40:52",39.884892,-104.438772,547987,4415132
"62","05-001-06799",200417418,"11/19/2014 0:00:00",17320,"CITY & COUNTY OF DENVER                           ","8500 PENA BLVD RM 9870                            ","DENVER                        ","CO","80249     ","05","001","06799","WINN                               ","1              ","NESW  ",6,"2S    ","65W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","JSND  ","8260-8306                     ","","","11/19/2014 0:00:00","SI",NA,NA,NA,475,475,475,471,-4,"Y","11/19/2014 0:00:00","APPROVED  ","11/19/2014 0:00:00",39.90427,-104.70923,524855,4417173
"63","05-001-06818",200222857,"11/30/2009 0:00:00",81425,"SOVEREIGN ENERGY LLC                              ","621 17TH ST  STE 950                              ","DENVER                        ","CO","80293     ","05","001","06818","BERGMAN                            ","1              ","NWNE  ",23,"1S    ","66W    ","SHUT-IN             ","9/4/2002 0:00:00","SI/TA MAINTENANCE STATUS","-","JSND  ","8018-8055                     ","NA                       ","7850  ","11/20/2009 0:00:00","SI",0,NA,NA,350,360,360,360,10,"Y","11/20/2009 0:00:00","APPROVED  ","11/30/2009 0:00:00",39.95586,-104.73834,522350,4422891
"64","05-001-06818",200407446,"6/12/2014 0:00:00",18795,"COLTON LIMITED LIABILITY CO                       ","475 17TH STREET #1200                             ","DENVER                        ","CO","80202     ","05","001","06818","BERGMAN                            ","1              ","NWNE  ",23,"1S    ","66W    ","SHUT-IN             ","5/1/2012 0:00:00","SI/TA MAINTENANCE STATUS","-","JSND  ","8018-8058                     ","","","6/12/2014 0:00:00","TA",NA,NA,NA,360,360,360,360,0,"","6/12/2014 0:00:00","APPROVED  ","6/12/2014 0:00:00",39.95586,-104.73834,522350,4422891
"65","05-001-06818",200348943,"5/2/2012 0:00:00",18795,"COLTON LIMITED LIABILITY CO                       ","621 17TH ST - SUITE 950                           ","DENVER                        ","CO","80293     ","05","001","06818","BERGMAN                            ","1              ","NWNE  ",23,"1S    ","66W    ","SHUT-IN             ","11/20/2009 0:00:00","SI/TA MAINTENANCE STATUS","-","JSND  ","","","","5/1/2012 0:00:00","TA",NA,NA,NA,365,365,365,365,0,"Y","5/2/2012 0:00:00","APPROVED  ","5/2/2012 0:00:00",39.95586,-104.73834,522350,4422891
"66","05-001-06849",402300331,"1/31/2020 11:01:35",10459,"EXTRACTION OIL & GAS INC                          ","370 17TH STREET SUITE 5300                        ","DENVER                        ","CO","80202     ","05","001","06849","MERKOWITZ                          ","1              ","NENE  ",34,"1S    ","66W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-Perform MIT on Casing.","JSND  ","8166-8218                     ","                         ","8092  ","1/13/2020 0:00:00","SI",0,0,0,541,539,537,537,-4,"N","1/31/2020 11:01:35","APPROVED  ","4/6/2020 11:48:55",39.92622,-104.75595,520854,4419597
"67","05-001-06869",402200358,"10/4/2019 13:59:13",10459,"EXTRACTION OIL & GAS INC                          ","370 17TH STREET SUITE 5300                        ","DENVER                        ","CO","80202     ","05","001","06869","IKE                                ","1              ","NESW  ",34,"1S    ","66W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-Perform pressure test on casing.","JSND  ","8186 - 8234                   ","                         ","8128  ","10/2/2019 0:00:00","SI",0,0,0,511,510,510,510,-1,"N","10/4/2019 13:59:13","APPROVED  ","10/30/2019 14:54:20",39.92037,-104.76349,520212,4418946
"68","05-001-06881",402362683,"4/6/2020 11:51:46",10459,"EXTRACTION OIL & GAS INC                          ","370 17TH STREET SUITE 5300                        ","DENVER                        ","CO","80202     ","05","001","06881","BOXELDER A                         ","1              ","SENE  ",35,"1S    ","65W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-Perform pressure test on casing. RBP was removed after test.","DSND  ","7928' - 7974'                 ","                         ","7863  ","4/6/2020 0:00:00","SI",0,0,0,507,506,506,506,-1,"N","4/6/2020 11:51:46","APPROVED  ","4/7/2020 14:57:06",39.92283,-104.62392,532138,4419260
"69","05-001-06991",401084788,"8/4/2016 13:39:42",10110,"GREAT WESTERN OPERATING COMPANY LLC               ","1801 BROADWAY #500                                ","DENVER                        ","CO","80202     ","05","001","06991","CHAMPLIN 67 AMOCO C                ","1              ","NWNW  ",15,"2S    ","63W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","JSND  ","7501-7544                     ","                         ","7412  ","7/18/2016 0:00:00","SI",0,0,0,420,420,420,410,-10,"Y","8/4/2016 13:39:42","APPROVED  ","11/1/2016 14:21:04",39.879909,-104.428176,548896,4414585
"70","05-001-06994",200412512,"9/18/2014 0:00:00",18795,"COLTON LIMITED LIABILITY CO                       ","475 17TH STREET #1200                             ","DENVER                        ","CO","80202     ","05","001","06994","GREEN                              ","1              ","SESW  ",27,"1S    ","66W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","JSND  ","8134'-8178'                   ","","","9/18/2014 0:00:00","SI",NA,NA,NA,380,370,360,360,-20,"Y","9/18/2014 0:00:00","APPROVED  ","9/18/2014 0:00:00",39.93132,-104.76546,520040,4420161
"71","05-001-07042",402362723,"4/6/2020 11:39:07",10459,"EXTRACTION OIL & GAS INC                          ","370 17TH STREET SUITE 5300                        ","DENVER                        ","CO","80202     ","05","001","07042","MARTIN                             ","23-25          ","NESW  ",25,"1S    ","65W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-Perform pressure test on casing. RBP removed after test.","JSND  ","7866' - 7971'                 ","                         ","7812  ","4/2/2020 0:00:00","SI",0,0,0,521,521,521,521,0,"N","4/6/2020 11:39:07","APPROVED  ","4/6/2020 11:57:55",39.93361,-104.6145,532938,4420460
"72","05-001-07073",400898215,"9/23/2015 15:50:05",46290,"K P KAUFFMAN COMPANY INC                          ","1675 BROADWAY, STE 2800                           ","DENVER                        ","CO"," 80202    ","05","001","07073","WENZEL-HOSMER                      ","4-4            ","NWNW  ",4,"2S    ","64W    ","SHUT-IN             ","","VERIFICATION OF REPAIRS","-Casing repairs performed, 50sxs of cement were squeezed to repair a casing leak detected from 2101-2132'","JSND  ","7818-7824 7906-7910 7918-7928 ","                         ","7614  ","9/10/2015 0:00:00","SI",0,NA,NA,518,518,518,518,0,"Y","9/23/2015 15:50:05","APPROVED  ","10/12/2015 11:50:54",39.911297,-104.562215,537418,4418004
"73","05-001-07125",402199543,"10/4/2019 9:32:58",10459,"EXTRACTION OIL & GAS INC                          ","370 17TH STREET SUITE 5300                        ","DENVER                        ","CO","80202     ","05","001","07125","BOX ELDER M                        ","1              ","SWSW  ",34,"1S    ","65W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-Pressure test casing.","DJSND ","8050 - 8150                   ","                         ","8004  ","9/26/2019 0:00:00","SI",0,0,0,503,443,346,280,-223,"N","10/4/2019 9:32:58","Failed    ","10/4/2019 9:32:58",39.91661,-104.6556,529434,4418559
"74","05-001-07152",401075150,"8/4/2016 13:42:19",10110,"GREAT WESTERN OPERATING COMPANY LLC               ","1801 BROADWAY #500                                ","DENVER                        ","CO","80202     ","05","001","07152","CLYDE E. WILLIAMS JR.              ","1              ","NWNE  ",34,"2S    ","64W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","JSND  ","8012-8036                     ","                         ","7959  ","7/8/2016 0:00:00","SI",0,0,0,351,354,354,358,7,"Y","8/4/2016 13:42:19","APPROVED  ","2/5/2018 10:49:17",39.838452,-104.533958,539875,4409931
